granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211004T001111Z_20231101T155730Z_S2A_30_v1_VEG-DIST-STATUS,20211004,2023-11-01 15:57:30,0,0,18,200,0,0,NA,0,0,277,0,2,0,0,NA,0,0,277
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211008T235429Z_20231101T155752Z_L8_30_v1_VEG-DIST-STATUS,20211008,2023-11-01 15:57:52,0,0,11,200,0,0,NA,0,0,281,0,1,0,0,NA,0,0,281
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211009T001109Z_20231101T155812Z_S2B_30_v1_VEG-DIST-STATUS,20211009,2023-11-01 15:58:12,0,0,17,200,0,0,NA,0,0,282,0,1,0,0,NA,0,0,282
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211014T001111Z_20231101T155833Z_S2A_30_v1_VEG-DIST-STATUS,20211014,2023-11-01 15:58:33,0,0,19,200,0,0,NA,0,0,287,0,1,0,0,NA,0,0,287
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211016T000017Z_20231101T155855Z_L8_30_v1_VEG-DIST-STATUS,20211016,2023-11-01 15:58:55,0,0,19,200,0,0,NA,0,0,289,0,2,0,0,NA,0,0,289
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211019T001109Z_20231101T155920Z_S2B_30_v1_VEG-DIST-STATUS,20211019,2023-11-01 15:59:20,0,0,21,200,0,0,NA,0,0,292,0,1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211024T001111Z_20231101T155944Z_S2A_30_v1_VEG-DIST-STATUS,20211024,2023-11-01 15:59:44,0,255,255,200,0,0,NA,0,0,292,0,-1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211024T235431Z_20231101T160004Z_L8_30_v1_VEG-DIST-STATUS,20211024,2023-11-01 16:00:04,0,255,255,200,0,0,NA,0,0,292,0,-1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211029T001109Z_20231101T160024Z_S2B_30_v1_VEG-DIST-STATUS,20211029,2023-11-01 16:00:24,0,255,255,200,0,0,NA,0,0,292,0,-1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211101T000017Z_20231101T160043Z_L8_30_v1_VEG-DIST-STATUS,20211101,2023-11-01 16:00:43,0,255,255,200,0,0,NA,0,0,292,0,-1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211103T001111Z_20231101T160107Z_S2A_30_v1_VEG-DIST-STATUS,20211103,2023-11-01 16:01:07,0,255,255,200,0,0,NA,0,0,292,0,-1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211106T002101Z_20231101T160129Z_S2A_30_v1_VEG-DIST-STATUS,20211106,2023-11-01 16:01:29,0,255,255,200,0,0,NA,0,0,292,0,-1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211108T001109Z_20231101T160148Z_S2B_30_v1_VEG-DIST-STATUS,20211108,2023-11-01 16:01:48,0,255,255,200,0,0,NA,0,0,292,0,-1,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211113T001111Z_20231101T160205Z_S2A_30_v1_VEG-DIST-STATUS,20211113,2023-11-01 16:02:05,0,0,19,200,0,0,NA,0,0,317,0,2,0,0,NA,0,0,317
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211116T002101Z_20231101T160222Z_S2A_30_v1_VEG-DIST-STATUS,20211116,2023-11-01 16:02:22,0,255,255,200,0,0,NA,0,0,317,0,-1,0,0,NA,0,0,317
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211117T000012Z_20231101T160240Z_L8_30_v1_VEG-DIST-STATUS,20211117,2023-11-01 16:02:40,0,0,24,200,0,0,NA,0,0,321,0,4,0,0,NA,0,0,321
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211118T001109Z_20231101T160258Z_S2B_30_v1_VEG-DIST-STATUS,20211118,2023-11-01 16:02:58,0,255,255,200,0,0,NA,0,0,321,0,-1,0,0,NA,0,0,321
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211121T002049Z_20231101T160315Z_S2B_30_v1_VEG-DIST-STATUS,20211121,2023-11-01 16:03:15,0,255,255,200,0,0,NA,0,0,321,0,-1,0,0,NA,0,0,321
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211123T001111Z_20231101T160332Z_S2A_30_v1_VEG-DIST-STATUS,20211123,2023-11-01 16:03:32,0,255,255,200,0,0,NA,0,0,321,0,-1,0,0,NA,0,0,321
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211126T002051Z_20231101T160350Z_S2A_30_v1_VEG-DIST-STATUS,20211126,2023-11-01 16:03:50,0,255,255,200,0,0,NA,0,0,321,0,-1,0,0,NA,0,0,321
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211128T001109Z_20231101T160410Z_S2B_30_v1_VEG-DIST-STATUS,20211128,2023-11-01 16:04:10,0,0,32,200,0,0,NA,0,0,332,0,9,0,0,NA,0,0,332
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211201T002049Z_20231101T160429Z_S2B_30_v1_VEG-DIST-STATUS,20211201,2023-11-01 16:04:29,0,255,255,200,0,0,NA,0,0,332,0,-1,0,0,NA,0,0,332
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211203T000013Z_20231101T160451Z_L8_30_v1_VEG-DIST-STATUS,20211203,2023-11-01 16:04:51,0,3,9,200,0,0,NA,0,0,337,1,47,47,47,20211203,1,1,337
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211203T001111Z_20231101T160520Z_S2A_30_v1_VEG-DIST-STATUS,20211203,2023-11-01 16:05:20,0,255,255,200,0,0,NA,0,0,337,1,-1,47,47,20211203,1,1,337
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211208T001109Z_20231101T160551Z_S2B_30_v1_VEG-DIST-STATUS,20211208,2023-11-01 16:05:51,0,255,255,200,0,0,NA,0,0,337,1,-1,47,47,20211203,1,1,337
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211211T002049Z_20231101T160623Z_S2B_30_v1_VEG-DIST-STATUS,20211211,2023-11-01 16:06:23,0,255,255,200,0,0,NA,0,0,337,1,-1,47,47,20211203,1,1,337
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211211T235426Z_20231101T160702Z_L8_30_v1_VEG-DIST-STATUS,20211211,2023-11-01 16:07:02,0,3,9,200,0,0,NA,0,0,345,0,6,0,0,NA,0,0,345
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211213T001111Z_20231101T160740Z_S2A_30_v1_VEG-DIST-STATUS,20211213,2023-11-01 16:07:40,0,255,255,200,0,0,NA,0,0,345,0,-1,0,0,NA,0,0,345
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211216T002051Z_20231101T160838Z_S2A_30_v1_VEG-DIST-STATUS,20211216,2023-11-01 16:08:38,0,255,255,200,0,0,NA,0,0,345,0,-1,0,0,NA,0,0,345
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211218T001109Z_20231101T160913Z_S2B_30_v1_VEG-DIST-STATUS,20211218,2023-11-01 16:09:13,0,0,14,200,0,0,NA,0,0,352,0,4,0,0,NA,0,0,352
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211219T000011Z_20231101T161021Z_L8_30_v1_VEG-DIST-STATUS,20211219,2023-11-01 16:10:21,0,5,7,200,0,0,NA,0,0,353,0,3,0,0,NA,0,0,353
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211221T002049Z_20231101T161106Z_S2B_30_v1_VEG-DIST-STATUS,20211221,2023-11-01 16:11:06,0,255,255,200,0,0,NA,0,0,353,0,-1,0,0,NA,0,0,353
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211223T001111Z_20231101T161204Z_S2A_30_v1_VEG-DIST-STATUS,20211223,2023-11-01 16:12:04,0,4,9,200,0,0,NA,0,0,357,0,4,0,0,NA,0,0,357
OPERA_L3_DIST-ALERT-HLS_T55JGM_20211231T002049Z_20231101T161257Z_S2B_30_v1_VEG-DIST-STATUS,20211231,2023-11-01 16:12:57,0,255,255,200,0,0,NA,0,0,357,0,-1,0,0,NA,0,0,357
OPERA_L3_DIST-ALERT-HLS_T55JGM_20220102T001111Z_20231101T161403Z_S2A_30_v1_VEG-DIST-STATUS,20220102,2023-11-01 16:14:03,0,0,19,200,0,0,NA,0,0,367,0,0,0,0,NA,0,0,367
