granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211003T050752Z_20231101T152048Z_L8_30_v1_VEG-DIST-STATUS,20211003,2023-11-01 15:20:48,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211003T051701Z_20231101T152138Z_S2A_30_v1_VEG-DIST-STATUS,20211003,2023-11-01 15:21:38,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211006T052711Z_20231101T152228Z_S2A_30_v1_VEG-DIST-STATUS,20211006,2023-11-01 15:22:28,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211008T051709Z_20231101T152315Z_S2B_30_v1_VEG-DIST-STATUS,20211008,2023-11-01 15:23:15,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211010T051404Z_20231101T152348Z_L8_30_v1_VEG-DIST-STATUS,20211010,2023-11-01 15:23:48,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211012T050207Z_20231101T152444Z_L8_30_v1_VEG-DIST-STATUS,20211012,2023-11-01 15:24:44,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211013T051751Z_20231101T152543Z_S2A_30_v1_VEG-DIST-STATUS,20211013,2023-11-01 15:25:43,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211016T052821Z_20231101T152648Z_S2A_30_v1_VEG-DIST-STATUS,20211016,2023-11-01 15:26:48,0,0,27,200,0,0,NA,0,0,289,0,2,0,0,NA,0,0,289
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211018T051819Z_20231101T152744Z_S2B_30_v1_VEG-DIST-STATUS,20211018,2023-11-01 15:27:44,0,0,25,200,0,0,NA,0,0,291,0,1,0,0,NA,0,0,291
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211019T050755Z_20231101T152837Z_L8_30_v1_VEG-DIST-STATUS,20211019,2023-11-01 15:28:37,0,0,26,200,0,0,NA,0,0,292,0,2,0,0,NA,0,0,292
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211021T052849Z_20231101T152949Z_S2B_30_v1_VEG-DIST-STATUS,20211021,2023-11-01 15:29:49,0,0,25,200,0,0,NA,0,0,294,0,2,0,0,NA,0,0,294
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211023T051901Z_20231101T153038Z_S2A_30_v1_VEG-DIST-STATUS,20211023,2023-11-01 15:30:38,0,255,255,200,0,0,NA,0,0,294,0,-1,0,0,NA,0,0,294
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211026T051406Z_20231101T153126Z_L8_30_v1_VEG-DIST-STATUS,20211026,2023-11-01 15:31:26,0,255,255,200,0,0,NA,0,0,294,0,-1,0,0,NA,0,0,294
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211026T052921Z_20231101T153212Z_S2A_30_v1_VEG-DIST-STATUS,20211026,2023-11-01 15:32:12,0,255,255,200,0,0,NA,0,0,294,0,-1,0,0,NA,0,0,294
OPERA_L3_DIST-ALERT-HLS_T44TQS_20211028T050208Z_20231101T153310Z_L8_30_v1_VEG-DIST-STATUS,20211028,2023-11-01 15:33:10,0,255,255,200,0,0,NA,0,0,294,0,-1,0,0,NA,0,0,294
