ID,Stratum,Long,Lat,VEG-DIST-STATUS,VEG-ANOM-MAX,VEG-IND-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-DUR,VEG-DIST-COUNT,GEN-DIST-STATUS,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-DUR,GEN-DIST-COUNT
274,4,8.69652176858423,39.924499240331,7,28,33,3251,20211003,49,13,0,0,0,NA,0,0
275,3,6.80933356234007,10.4923878809707,0,0,89,0,NA,0,0,0,0,0,NA,0,0
276,3,74.1747980751273,30.5515946359266,3,40,58,743,20220831,30,6,0,0,0,NA,0,0
277,4,43.6108771843863,9.22929255310694,0,0,26,0,NA,0,0,0,0,0,NA,0,0
278,5,-61.5891305043637,-28.0206438716158,0,0,78,0,NA,0,0,0,0,0,NA,0,0
279,6,-51.6389716963472,-22.5287473772414,8,75,6,32000,20211201,133,25,8,70,30963,20211224,138,29
280,3,36.2802655260924,-15.1245559225461,0,0,100,0,NA,0,0,0,0,0,NA,0,0
281,5,-96.4000172178454,32.2779718788005,7,46,31,11080,20220621,50,20,0,0,0,NA,0,0
282,6,46.6830921150589,-22.4876936493132,0,0,92,0,NA,0,0,0,0,0,NA,0,0
283,5,161.108811289349,65.1036077353482,0,0,89,0,NA,0,0,0,0,0,NA,0,0
284,1,77.4984521515179,22.7359309205524,0,0,89,0,NA,0,0,0,0,0,NA,0,0
285,5,-149.786724291187,62.7712171165682,0,0,99,0,NA,0,0,0,0,0,NA,0,0
286,6,-96.8810253689011,33.5375163342686,7,24,8,1208,20220725,26,8,0,0,0,NA,0,0
287,4,43.166532134688,34.4497254303104,0,0,12,0,NA,0,0,0,0,0,NA,0,0
288,2,-42.7529312671236,-2.82838978371313,7,44,39,2710,20211006,268,10,6,218,8655,20211006,339,15
289,2,-12.609048160209,18.1920848090946,0,0,7,0,NA,0,0,7,27,859,20220824,24,7
290,4,-60.5221964747122,-23.4479498428804,3,49,18,6985,20220524,117,19,0,0,0,NA,0,0
291,2,67.6859819665351,50.4491743340705,0,0,46,0,NA,0,0,0,0,0,NA,0,0
292,1,-66.5864941074838,-21.7894154595899,0,0,18,0,NA,0,0,0,0,0,NA,0,0
293,6,-86.6290695636754,33.599523946315,8,55,25,21190,20220325,109,26,0,0,0,NA,0,0
294,4,39.0695781597844,36.8514841671986,0,0,95,0,NA,0,0,0,0,0,NA,0,0
295,4,-44.4207281127973,-15.072626745825,7,41,15,580,20211003,55,4,0,0,0,NA,0,0
296,3,104.545528811234,35.4068129378664,7,34,35,610,20220723,21,5,0,0,0,NA,0,0
297,6,-124.977740048591,60.9885740650386,8,51,0,8526,20211007,268,16,0,79,0,NA,268,13
298,1,-48.608389408971,-24.3096425244397,0,0,100,0,NA,0,0,0,0,0,NA,0,0
299,4,-103.037923326874,29.6239653566741,0,0,17,0,NA,0,0,0,0,0,NA,0,0
300,3,24.7054498424535,12.7086797260919,0,0,33,0,NA,0,0,0,0,0,NA,0,0
