granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211001T194231Z_20231101T120440Z_S2A_30_v1_VEG-DIST-STATUS,20211001,2023-11-01 12:04:40,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211002T200249Z_20231101T120530Z_S2B_30_v1_VEG-DIST-STATUS,20211002,2023-11-01 12:05:30,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211005T194106Z_20231101T120647Z_L8_30_v1_VEG-DIST-STATUS,20211005,2023-11-01 12:06:47,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211005T201309Z_20231101T120744Z_S2B_30_v1_VEG-DIST-STATUS,20211005,2023-11-01 12:07:44,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211006T194309Z_20231101T120845Z_S2B_30_v1_VEG-DIST-STATUS,20211006,2023-11-01 12:08:45,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211007T192845Z_20231101T120921Z_L8_30_v1_VEG-DIST-STATUS,20211007,2023-11-01 12:09:21,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211007T200331Z_20231101T121015Z_S2A_30_v1_VEG-DIST-STATUS,20211007,2023-11-01 12:10:15,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211009T195329Z_20231101T121115Z_S2B_30_v1_VEG-DIST-STATUS,20211009,2023-11-01 12:11:15,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211011T194341Z_20231101T121208Z_S2A_30_v1_VEG-DIST-STATUS,20211011,2023-11-01 12:12:08,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211014T193457Z_20231101T121318Z_L8_30_v1_VEG-DIST-STATUS,20211014,2023-11-01 12:13:18,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211014T195411Z_20231101T121440Z_S2A_30_v1_VEG-DIST-STATUS,20211014,2023-11-01 12:14:40,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211015T201419Z_20231101T121554Z_S2B_30_v1_VEG-DIST-STATUS,20211015,2023-11-01 12:15:54,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211016T194419Z_20231101T121738Z_S2B_30_v1_VEG-DIST-STATUS,20211016,2023-11-01 12:17:38,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211017T200431Z_20231101T121843Z_S2A_30_v1_VEG-DIST-STATUS,20211017,2023-11-01 12:18:43,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211019T195330Z_20231101T121931Z_L8_30_v1_VEG-DIST-STATUS,20211019,2023-11-01 12:19:31,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211019T195439Z_20231101T122031Z_S2B_30_v1_VEG-DIST-STATUS,20211019,2023-11-01 12:20:31,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211020T201501Z_20231101T122140Z_S2A_30_v1_VEG-DIST-STATUS,20211020,2023-11-01 12:21:40,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211021T194109Z_20231101T122327Z_L8_30_v1_VEG-DIST-STATUS,20211021,2023-11-01 12:23:27,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211021T194451Z_20231101T122523Z_S2A_30_v1_VEG-DIST-STATUS,20211021,2023-11-01 12:25:23,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211023T192847Z_20231101T122722Z_L8_30_v1_VEG-DIST-STATUS,20211023,2023-11-01 12:27:22,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211024T195511Z_20231101T122839Z_S2A_30_v1_VEG-DIST-STATUS,20211024,2023-11-01 12:28:39,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211025T201529Z_20231101T123108Z_S2B_30_v1_VEG-DIST-STATUS,20211025,2023-11-01 12:31:08,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20211030T193521Z_20231101T123223Z_L8_30_v1_VEG-DIST-STATUS,20211030,2023-11-01 12:32:23,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220214T200521Z_20231101T123341Z_S2A_30_v1_VEG-DIST-STATUS,20220214,2023-11-01 12:33:41,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220217T194656Z_20231101T123454Z_L8_30_v1_VEG-DIST-STATUS,20220217,2023-11-01 12:34:54,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220217T201511Z_20231101T123616Z_S2A_30_v1_VEG-DIST-STATUS,20220217,2023-11-01 12:36:16,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220219T193434Z_20231101T123811Z_L8_30_v1_VEG-DIST-STATUS,20220219,2023-11-01 12:38:11,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220220T192829Z_20231101T123921Z_L9_30_v1_VEG-DIST-STATUS,20220220,2023-11-01 12:39:21,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220221T195441Z_20231101T124030Z_S2A_30_v1_VEG-DIST-STATUS,20220221,2023-11-01 12:40:30,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220223T194409Z_20231101T124137Z_S2B_30_v1_VEG-DIST-STATUS,20220223,2023-11-01 12:41:37,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220224T195306Z_20231101T124227Z_L8_30_v1_VEG-DIST-STATUS,20220224,2023-11-01 12:42:27,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220224T200421Z_20231101T124336Z_S2A_30_v1_VEG-DIST-STATUS,20220224,2023-11-01 12:43:36,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220225T194658Z_20231101T124450Z_L9_30_v1_VEG-DIST-STATUS,20220225,2023-11-01 12:44:50,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220226T194044Z_20231101T124651Z_L8_30_v1_VEG-DIST-STATUS,20220226,2023-11-01 12:46:51,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220226T195359Z_20231101T124829Z_S2B_30_v1_VEG-DIST-STATUS,20220226,2023-11-01 12:48:29,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220227T193434Z_20231101T124953Z_L9_30_v1_VEG-DIST-STATUS,20220227,2023-11-01 12:49:53,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220227T201401Z_20231101T125124Z_S2A_30_v1_VEG-DIST-STATUS,20220227,2023-11-01 12:51:24,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220228T192822Z_20231101T125251Z_L8_30_v1_VEG-DIST-STATUS,20220228,2023-11-01 12:52:51,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220228T194351Z_20231101T125422Z_S2A_30_v1_VEG-DIST-STATUS,20220228,2023-11-01 12:54:22,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220301T200339Z_20231101T125542Z_S2B_30_v1_VEG-DIST-STATUS,20220301,2023-11-01 12:55:42,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220303T195331Z_20231101T125640Z_S2A_30_v1_VEG-DIST-STATUS,20220303,2023-11-01 12:56:40,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220304T195306Z_20231101T125754Z_L9_30_v1_VEG-DIST-STATUS,20220304,2023-11-01 12:57:54,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220304T201319Z_20231101T125858Z_S2B_30_v1_VEG-DIST-STATUS,20220304,2023-11-01 12:58:58,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
OPERA_L3_DIST-ALERT-HLS_T09VXK_20220305T194259Z_20231101T130007Z_S2B_30_v1_VEG-DIST-STATUS,20220305,2023-11-01 13:00:07,255,255,255,255,255,-1,NA,255,-1,-1,255,-1,-1,-1,NA,255,-1,-1
